사다, 43, 169
가다, 92, 182
라나, 91, 145
하카, 56, 199
라사, 92, 191
파차, 77, 147
카하, 76, 165
아라, 46, 187
라타, 49, 148
자다, 69, 145
타차, 69, 187
마카, 89, 160
마타, 59, 187
다자, 64, 194
하차, 61, 144
아자, 62, 157
아하, 67, 140
라바, 65, 141
카바, 64, 190
마파, 93, 159
파차, 61, 158
사나, 85, 155
차아, 75, 182
자다, 89, 142
차차, 65, 190
카다, 72, 149
나바, 53, 188
차마, 68, 192
마아, 41, 177
타아, 88, 163
타라, 64, 188
파가, 96, 192
라아, 44, 197
타카, 80, 170
자카, 64, 160
다아, 43, 148
카파, 70, 175
가라, 97, 195
다파, 71, 154
아나, 99, 144
라파, 53, 149
가나, 72, 147
차타, 82, 198
카다, 70, 165
라파, 95, 189
아바, 81, 146
카바, 96, 164
카자, 90, 188
자타, 92, 162
라아, 58, 166
자타, 97, 194
가하, 81, 172
라바, 59, 177
하타, 55, 197
다가, 95, 192
아카, 42, 180
파카, 99, 147
다사, 48, 153
아가, 89, 167
다파, 75, 182
바하, 62, 164
파사, 55, 198
하파, 89, 185
아사, 58, 158
차파, 50, 191
마나, 82, 141
파가, 61, 180
라카, 40, 159
마나, 77, 147
아하, 55, 198
바가, 48, 192
타자, 57, 185
라라, 43, 188
바다, 77, 155
가사, 80, 165
마라, 52, 156
가나, 54, 146
아아, 45, 162
라하, 92, 180
마라, 49, 154
타마, 74, 179
가하, 48, 140
바파, 87, 175
하바, 66, 191
타자, 71, 144
차라, 43, 199
하파, 71, 166
나사, 44, 176
마카, 52, 187
카라, 64, 162
나다, 95, 158
타자, 58, 169
카가, 84, 156
라가, 95, 185
아라, 68, 172
타바, 89, 177
타가, 63, 197
파타, 44, 175
아바, 79, 167
다타, 81, 190
파라, 88, 149
바차, 84, 153
카자, 90, 160
라마, 73, 141
하사, 56, 168
자카, 71, 168
아파, 67, 154
사차, 87, 142
파아, 84, 183
아파, 68, 193
라나, 56, 148
자파, 88, 155
라바, 65, 162
카차, 97, 174
하바, 74, 174
가가, 67, 198
타나, 67, 160
사다, 44, 165
마다, 81, 187
하다, 98, 190
차다, 87, 146
차라, 62, 197
하차, 55, 179
파타, 54, 192
라아, 56, 150
마아, 78, 151
바다, 45, 166
하바, 48, 140
바카, 41, 186
라자, 60, 188
카마, 67, 149
나바, 93, 153
아사, 84, 154
나파, 98, 176
사라, 64, 145
바하, 60, 165
하파, 83, 180
바차, 56, 160
타카, 89, 150
차가, 54, 163
타사, 44, 198
파차, 57, 189
하타, 78, 169
하타, 95, 175
다사, 99, 156
사사, 64, 173
마파, 71, 197
자차, 74, 155
자가, 40, 178
카타, 55, 170
바아, 40, 175
사마, 68, 190
가마, 78, 158
다타, 56, 174
가하, 54, 147
사라, 59, 178
아자, 83, 187
라사, 69, 174
아다, 45, 164
마라, 69, 149
아파, 62, 151
마가, 56, 165
하타, 84, 156
차차, 93, 150
차가, 73, 148
사카, 83, 159
사자, 96, 164
차사, 91, 197
자마, 83, 155
다아, 52, 190
타나, 99, 176
자카, 65, 185
라바, 58, 159
자다, 81, 140
나다, 63, 187
나바, 97, 188
자바, 85, 180
자마, 85, 146
마라, 57, 150
파나, 83, 146
자카, 77, 171
바마, 90, 150
타하, 49, 152
파라, 99, 168
카차, 91, 196
나타, 79, 168
아카, 59, 179
카다, 77, 162
자하, 71, 190
라파, 50, 197
가바, 67, 167
가카, 83, 178
파마, 71, 191
바라, 78, 182
라라, 55, 156
타파, 85, 163
사하, 61, 184
나타, 89, 182
카하, 61, 190
파아, 40, 188
다라, 43, 143
다다, 83, 145
하사, 43, 172
다나, 63, 158
나하, 50, 165
나가, 78, 164
다나, 83, 141
나사, 84, 169
다파, 96, 166
파나, 87, 198
마차, 73, 151
아자, 59, 150
마바, 69, 178
바타, 54, 182
나나, 82, 198
파자, 62, 155
마바, 61, 186
바차, 94, 180
아라, 55, 146
사자, 81, 173
타마, 42, 158
사다, 44, 192
하파, 43, 158
사파, 92, 173
가나, 47, 180
타아, 85, 187
나아, 81, 154
카마, 44, 173
아자, 86, 167
가타, 47, 183
차마, 52, 142
파바, 74, 181
타자, 46, 141
나자, 99, 196
사마, 79, 151
라하, 74, 169
하마, 69, 172
타아, 52, 189
다카, 93, 179
가차, 51, 165
가나, 78, 151
바가, 40, 142
사파, 89, 172
다사, 51, 142
바하, 58, 147
가라, 41, 142
나하, 45, 146
나다, 88, 151
가파, 50, 187
가차, 50, 194
사하, 97, 175
바마, 99, 171
나차, 87, 186
파바, 74, 145
라자, 68, 142
파파, 81, 197
파차, 59, 193
라다, 96, 195
가아, 87, 150
마사, 68, 152
바차, 62, 151
자타, 82, 150
아카, 99, 199
다차, 60, 181
마사, 67, 147
사타, 78, 140
하타, 50, 154
타아, 90, 198
하바, 82, 141
라타, 86, 154
파바, 64, 185
마사, 47, 177
가가, 55, 198
타다, 51, 156
가하, 41, 197
나마, 92, 196
나바, 70, 167
사차, 95, 157
바가, 87, 167
다바, 49, 140
가차, 57, 151
가자, 88, 195
하가, 63, 175
나다, 63, 161
차사, 77, 199
아마, 87, 174
다파, 55, 169
타사, 64, 190
카아, 75, 185
바파, 55, 147
나차, 40, 193
자차, 99, 165
마가, 80, 162
카라, 78, 152
카다, 81, 146
카바, 43, 180
사나, 78, 191
아나, 49, 174
나나, 90, 146
파나, 52, 175
자파, 60, 162
차나, 72, 197
바카, 96, 149
마다, 44, 155
파마, 43, 194
사라, 80, 160
사파, 64, 143
파마, 51, 164
타파, 63, 192
라라, 77, 173
자가, 52, 163
아나, 42, 184
마카, 74, 161
타자, 76, 145
하사, 47, 165
카카, 51, 154
카나, 49, 175
다라, 68, 156
라파, 61, 174
차카, 92, 196
타차, 52, 177
차다, 56, 165
카아, 78, 161
카타, 68, 196
나아, 66, 148
가아, 82, 172
파타, 94, 183
바타, 54, 176
사자, 49, 181
나다, 84, 184
나카, 72, 180
아사, 80, 157
바라, 88, 161
자타, 43, 198
파가, 91, 187
차사, 40, 185
카자, 77, 145
가마, 95, 162
바카, 96, 151
하타, 44, 142
타차, 71, 151
라나, 86, 199
가바, 56, 173
카아, 44, 154
타다, 43, 154
다사, 45, 197
카라, 55, 192
하카, 73, 187
다가, 96, 171
파바, 69, 172
카다, 82, 149
바가, 85, 176
카하, 47, 172
파자, 79, 163
파가, 61, 172
다바, 45, 195
자라, 84, 153
파차, 82, 154
가카, 79, 186
라사, 88, 167
아가, 96, 198
라가, 91, 151
나사, 95, 181
차가, 61, 179
나차, 86, 151
카아, 51, 184
아가, 94, 151
하하, 99, 140
마사, 74, 158
아사, 83, 155
바라, 46, 153
바타, 94, 142
자다, 52, 191
다마, 76, 178
바다, 49, 185
자바, 61, 155
바타, 90, 149
라나, 43, 156
바사, 62, 171
자차, 51, 178
사타, 75, 160
차타, 80, 175
파마, 41, 167
타다, 93, 161
다사, 70, 150
라카, 76, 153
아마, 54, 186
마가, 85, 158
자다, 63, 199
아파, 75, 151
다타, 49, 152
다차, 74, 176
타카, 51, 187
라다, 92, 192
파아, 50, 189
가나, 79, 162
라바, 97, 192
타가, 79, 184
자차, 83, 193
다가, 46, 185
사바, 52, 178
아바, 78, 145
타카, 64, 168
카파, 79, 187
하사, 72, 153
아마, 96, 187
마다, 54, 157
아사, 77, 179
파사, 60, 152
사타, 99, 186
파카, 53, 161
차자, 92, 151
아나, 60, 157
아파, 85, 174
사사, 42, 144
마하, 42, 158
타타, 70, 196
가사, 54, 176
자카, 95, 175
마타, 72, 168
가하, 76, 191
타차, 66, 153
자자, 69, 197
사자, 71, 169
나마, 73, 191
아차, 56, 152
자나, 61, 173
파마, 62, 195
다가, 71, 147
사자, 40, 169
파가, 65, 144
파카, 46, 149
하바, 98, 180
카바, 59, 184
하마, 67, 142
파나, 53, 144
아아, 51, 184
타타, 88, 183
타사, 45, 174
가하, 56, 199
다나, 90, 196
마카, 61, 150
바타, 86, 159
가나, 51, 151
차카, 64, 151
아자, 99, 163
다마, 54, 160
파사, 55, 171
자라, 82, 196
타바, 73, 196
라자, 82, 145
바파, 52, 198
파자, 92, 145
카아, 99, 181
사타, 67, 186
마사, 58, 174
차차, 56, 145
자라, 87, 165
다사, 63, 181
다아, 46, 197
라가, 62, 198
하바, 44, 161
타가, 70, 198
카하, 91, 198
다사, 59, 163
차라, 74, 189
마차, 73, 184
가다, 44, 143
자바, 74, 170
자사, 95, 159
가바, 84, 191
가하, 43, 198
하다, 71, 196
카사, 41, 182
바라, 54, 174
차마, 88, 159
아다, 97, 147
바자, 86, 164
마마, 52, 160
나타, 47, 144
마사, 42, 147
마아, 64, 150
하라, 42, 193
사다, 81, 158
사가, 47, 156
라자, 60, 141
카자, 68, 191
라마, 61, 176
차바, 76, 195
다자, 93, 172
파나, 40, 158
하하, 88, 178
차하, 79, 168
파파, 56, 146
파바, 71, 176
라카, 83, 192
파아, 70, 161
차파, 89, 174
카하, 68, 150
카차, 66, 161
아가, 79, 186
바나, 92, 166
라바, 59, 176
가라, 95, 185
타라, 74, 178
파다, 82, 167
파마, 50, 178
카자, 97, 145
아차, 70, 176
바파, 78, 177
사아, 43, 154
가가, 87, 197
하아, 68, 184
사자, 80, 189
파사, 90, 162
가나, 94, 169
사파, 77, 155
가카, 85, 176
마바, 43, 189
타나, 64, 198
하차, 47, 145
차나, 79, 149
타하, 42, 188
타사, 80, 199
자자, 92, 145
아아, 78, 172
자다, 87, 174
자파, 40, 192
마가, 52, 174
파파, 88, 190
다마, 56, 150
하사, 65, 161
나타, 85, 181
라카, 70, 164
마차, 43, 171
바타, 84, 158
자나, 88, 149
바가, 53, 159
아사, 66, 183
카타, 69, 161
차라, 74, 195
자바, 58, 167
사나, 43, 144
차다, 45, 184
하사, 78, 142
마다, 42, 153
사바, 81, 144
아나, 58, 196
카가, 74, 180
가바, 74, 173
하카, 85, 180
나다, 82, 171
자카, 75, 159
카카, 48, 180
바다, 90, 176
다가, 55, 182
나카, 98, 192
다마, 95, 187
자하, 82, 142
자다, 65, 198
마사, 74, 199
바자, 95, 194
카라, 67, 197
라나, 55, 176
타파, 44, 198
바가, 66, 155
사자, 93, 183
자나, 50, 140
자차, 64, 151
아라, 69, 198
다라, 91, 183
마나, 48, 171
바타, 51, 155
자하, 59, 182
파나, 87, 166
아카, 56, 163
파카, 92, 194
카아, 65, 159
다차, 81, 151
사하, 65, 147
카마, 45, 169
바파, 96, 143
파바, 52, 181
나다, 77, 181
카하, 95, 167
마라, 52, 175
하카, 79, 144
라가, 55, 163
아라, 63, 141
마카, 82, 163
아카, 74, 195
카다, 89, 176
차가, 67, 192
아마, 83, 183
카라, 49, 170
아마, 55, 175
나하, 42, 158
바가, 98, 180
아아, 56, 158
카마, 78, 141
파마, 82, 193
다라, 43, 172
차가, 61, 149
아사, 98, 147
아바, 99, 170
하사, 93, 144
타가, 67, 162
차카, 62, 199
자마, 54, 159
라다, 61, 178
타사, 44, 154
바바, 91, 162
마바, 49, 180
라바, 71, 187
바자, 73, 190
가다, 82, 179
카사, 82, 174
사사, 84, 190
라자, 94, 171
자타, 80, 189
카라, 83, 193
마가, 80, 194
가바, 48, 141
가하, 92, 198
파나, 55, 158
하파, 46, 196
타마, 42, 141
사나, 40, 196
라하, 61, 189
차라, 96, 185
가가, 70, 159
차사, 68, 147
타하, 99, 168
타아, 50, 159
라바, 51, 198
바자, 61, 169
다타, 50, 162
사바, 67, 183
마나, 83, 178
파사, 82, 189
라가, 67, 194
하가, 82, 187
가자, 55, 171
하나, 67, 147
나자, 69, 169
라차, 82, 162
파다, 43, 150
자다, 66, 193
아파, 75, 188
카하, 43, 156
차카, 95, 178
나차, 80, 170
나라, 42, 141
